"","solID","dep_var_type","channels","date_min","date_max","periods","constr_low","constr_low_abs","constr_up","constr_up_abs","unconstr_mult","constr_low_unb","constr_low_unb_abs","constr_up_unb","constr_up_unb_abs","histSpendAll","histSpendAllTotal","histSpendAllUnit","histSpendAllUnitTotal","histSpendAllShare","histSpendWindow","histSpendWindowTotal","histSpendWindowUnit","histSpendWindowUnitTotal","histSpendWindowShare","initSpendUnit","initSpendUnitTotal","initSpendShare","initSpendTotal","initResponseUnit","initResponseUnitTotal","initResponseMargUnit","initResponseTotal","initResponseUnitShare","initCPAUnit","initCpaUnit","total_budget_unit","total_budget_unit_delta","optmSpendUnit","optmSpendUnitDelta","optmSpendUnitTotal","optmSpendUnitTotalDelta","optmSpendShareUnit","optmSpendTotal","optmSpendUnitUnbound","optmSpendUnitDeltaUnbound","optmSpendUnitTotalUnbound","optmSpendUnitTotalDeltaUnbound","optmSpendShareUnitUnbound","optmSpendTotalUnbound","optmResponseUnit","optmResponseMargUnit","optmResponseUnitTotal","optmResponseTotal","optmResponseUnitShare","optmCPAUnit","optmCpaUnit","optmResponseUnitLift","optmResponseUnitUnbound","optmResponseMargUnitUnbound","optmResponseUnitTotalUnbound","optmResponseTotalUnbound","optmResponseUnitShareUnbound","optmCPAUnitUnbound","optmCpaUnitUnbound","optmResponseUnitLiftUnbound","optmResponseUnitTotalLift","optmResponseUnitTotalLiftUnbound"
"facebook_s","1_1_1","conversion","facebook_s",2024-01-01,2024-02-29,"60 days",0.7,1218.58333333333,1.5,2611.25,3,0.0999999999999999,174.083333333333,2.5,4352.08333333333,104450,165550,1740.83333333333,2759.16666666667,0.630927212322561,104450,165550,1740.83333333333,2759.16666666667,0.630927212322561,1740.83333333333,2759.16666666667,0.630927212322561,165550,3.01751977777929,5.02707467043231,0.00107323791187941,301.624480225939,0.600253621758873,0.00173337660762812,576.908673856143,2759.16666666667,0,1272.1904927805,-0.269206035741218,2759.16666667486,2.97006863547722e-12,0.461077798650577,165550.000000492,1272.18469047747,-0.269209368801834,2759.16666667519,3.08952863292689e-12,0.461075695731879,165550.000000511,2.46069321762195,0.0013074856472759,5.21731965537281,313.039179322369,0.47163934360202,0.00193421758108243,517.004917016823,-0.184531204818524,2.46068562965877,0.00130748870001618,5.21731965553946,313.039179332368,0.471637889207374,0.00193422043833528,517.004153291166,-0.184533719454297,0.0378440738227872,0.0378440738559369
"googlesearch_s","1_1_1","conversion","googlesearch_s",2024-01-01,2024-02-29,"60 days",0.7,712.833333333333,1.5,1527.5,3,0.0999999999999999,101.833333333333,2.5,2545.83333333333,61100,165550,1018.33333333333,2759.16666666667,0.369072787677439,61100,165550,1018.33333333333,2759.16666666667,0.369072787677439,1018.33333333333,2759.16666666667,0.369072787677439,165550,2.00955489265302,5.02707467043231,0.00188722733014313,301.624480225939,0.399746378241127,0.00197337632666418,506.745716206302,2759.16666666667,0,1486.97617389437,0.460205735411815,2759.16666667486,2.97006863547722e-12,0.538922201349423,165550.000000492,1486.98197619772,0.460211433254713,2759.16666667519,3.08952863292689e-12,0.538924304268121,165550.000000511,2.75662643775086,0.00130721260517808,5.21731965537281,313.039179322369,0.52836065639798,0.00185384707983,539.41881770081,0.371759710485716,2.75663402588068,0.0013072059960515,5.21731965553946,313.039179332368,0.528362110792626,0.00185384494903531,539.419437704524,0.37176348651087,0.0378440738227872,0.0378440738559369
