"","rn","coef","xDecompAgg","xDecompPerc","xDecompMeanNon0","xDecompMeanNon0Perc","xDecompAggRF","xDecompPercRF","xDecompMeanNon0RF","xDecompMeanNon0PercRF","pos","train_size","rsq_train","rsq_val","rsq_test","nrmse_train","nrmse_val","nrmse_test","nrmse","decomp.rssd","mape","lambda","lambda_hp","lambda_max","lambda_min_ratio","solID","trial","iterNG","iterPar","iterations","robynPareto","total_spend","mean_spend","mean_spend_adstocked","mean_carryover","mean_response","spend_share","effect_share","roi_mean","roi_total","cpa_total","cluster","top_sol","boot_mean","boot_se","ci_low","ci_up","carryover_pct"
"292","holiday",0.477387254540118,3.676661765534,0.000389151735239928,1.22555392184467,0.00772591022873399,3.676661765534,0.000389151735239928,1.22555392184467,0.00772591022873399,TRUE,0.55102186988,0.914702095113377,0.839794839787393,0.613393057216798,0.0677477359201654,0.111128496568275,0.168204706059443,0.111128496568275,0.00128175221971744,0,7.12177726581234,0.001740888158,3869.02962553477,1e-04,"1_850_1",1,850,1,850,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,TRUE,NA,NA,NA,NA,NA
"293","facebook_s",129.483095503412,3755.20422337027,0.397464964932014,62.5867370561711,0.394547725225789,3755.20422337027,0.397464964932014,62.5867370561711,0.394547725225789,TRUE,0.55102186988,0.914702095113377,0.839794839787393,0.613393057216798,0.0677477359201654,0.111128496568275,0.168204706059443,0.111128496568275,0.00128175221971744,0,7.12177726581234,0.001740888158,3869.02962553477,1e-04,"1_850_1",1,850,1,850,1,104450,1740.83333333333,2005.9383621782,265.105028844862,63.0095621513513,0.630927212322561,0.631833548008924,0.0361950572434761,0.0359521706402132,27.8147322454428,2,TRUE,27.4102676338186,0.708594900758709,21.0787409550335,33.7642753023521,0.0207325623674742
"294","googlesearch_s",96.7833130513479,2188.13992985476,0.231600975274124,36.4689988309128,0.229901113347462,2188.13992985476,0.231600975274124,36.4689988309128,0.229901113347462,TRUE,0.55102186988,0.914702095113377,0.839794839787393,0.613393057216798,0.0677477359201654,0.111128496568275,0.168204706059443,0.111128496568275,0.00128175221971744,0,7.12177726581234,0.001740888158,3869.02962553477,1e-04,"1_850_1",1,850,1,850,1,61100,1018.33333333333,1076.12247289533,57.7891395619996,36.6521469126904,0.369072787677439,0.368166451991076,0.0359922882939676,0.0358124374771647,27.923259918782,2,TRUE,29.1361049641688,0.703795903420564,22.8331670858817,35.4327879648694,0.000987062422981908
"295","(Intercept)",0.212692209087692,12.7615325452615,0.00134399895812645,0.212692209087692,0.00133874880539998,12.7615325452615,0.00134399895812645,0.212692209087692,0.00133874880539998,TRUE,0.55735397723,0.969703406814662,0.942142337428214,0.839280026909436,0.0403759265479785,0.0667832624016347,0.108452169322255,0.0667832624016347,0.0900747075311547,0,3.48881285599138,0.0008018083126,3869.02962553477,1e-04,"1_852_1",1,852,1,852,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,FALSE,NA,NA,NA,NA,NA
"296","trend",-0.325650334492311,1661.66411138689,0.175000520238405,27.6944018564482,0.174316904039963,1661.66411138689,0.175000520238405,27.6944018564482,0.174316904039963,TRUE,0.55735397723,0.969703406814662,0.942142337428214,0.839280026909436,0.0403759265479785,0.0667832624016347,0.108452169322255,0.0667832624016347,0.0900747075311547,0,3.48881285599138,0.0008018083126,3869.02962553477,1e-04,"1_852_1",1,852,1,852,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,FALSE,NA,NA,NA,NA,NA
"297","season",0.130301346435837,1910.22629019017,0.201178199773085,31.8371048365028,0.200392323959968,1910.22629019017,0.201178199773085,31.8371048365028,0.200392323959968,TRUE,0.55735397723,0.969703406814662,0.942142337428214,0.839280026909436,0.0403759265479785,0.0667832624016347,0.108452169322255,0.0667832624016347,0.0900747075311547,0,3.48881285599138,0.0008018083126,3869.02962553477,1e-04,"1_852_1",1,852,1,852,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,FALSE,NA,NA,NA,NA,NA
"298","holiday",0.254472163013504,1.95985138531984,0.000206404537277193,0.653283795106612,0.00411196490946951,1.95985138531984,0.000206404537277193,0.653283795106612,0.00411196490946951,TRUE,0.55735397723,0.969703406814662,0.942142337428214,0.839280026909436,0.0403759265479785,0.0667832624016347,0.108452169322255,0.0667832624016347,0.0900747075311547,0,3.48881285599138,0.0008018083126,3869.02962553477,1e-04,"1_852_1",1,852,1,852,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,FALSE,NA,NA,NA,NA,NA
"299","facebook_s",146.22143301916,4104.21818259406,0.432241577707547,68.4036363765676,0.430553083617598,4104.21818259406,0.432241577707547,68.4036363765676,0.430553083617598,TRUE,0.55735397723,0.969703406814662,0.942142337428214,0.839280026909436,0.0403759265479785,0.0667832624016347,0.108452169322255,0.0667832624016347,0.0900747075311547,0,3.48881285599138,0.0008018083126,3869.02962553477,1e-04,"1_852_1",1,852,1,852,3,104450,1740.83333333333,1827.67020635526,86.8368730219293,68.8934270035775,0.630927212322561,0.694619648831236,0.0395749700355639,0.0392936159176071,25.4494267490386,9,FALSE,29.7776347748793,2.10980436539023,14.1403189405197,45.3228078329321,0.0010119273738693
"300","googlesearch_s",82.0774529853632,1804.36529830776,0.19002929878556,30.0727549717959,0.189286974667601,1804.36529830776,0.19002929878556,30.0727549717959,0.189286974667601,TRUE,0.55735397723,0.969703406814662,0.942142337428214,0.839280026909436,0.0403759265479785,0.0667832624016347,0.108452169322255,0.0667832624016347,0.0900747075311547,0,3.48881285599138,0.0008018083126,3869.02962553477,1e-04,"1_852_1",1,852,1,852,3,61100,1018.33333333333,1069.63572868353,51.3023953501923,30.1757443707211,0.369072787677439,0.305380351168764,0.0296324821971074,0.0295313469444805,33.8623227000116,9,FALSE,34.299422224427,1.49932512755382,23.2179959507883,45.3777231288171,0.000298427086805294
"301","(Intercept)",7.46429782243021,447.857869345813,0.0472485274196627,7.46429782243021,0.046808252202022,447.857869345813,0.0472485274196627,7.46429782243021,0.046808252202022,TRUE,0.54970710155,0.957493502440636,0.924921681609425,0.805444463556155,0.0478248112577665,0.0760754372116393,0.119323261324839,0.0760754372116393,0.0349577827777806,0,3.49833236594858,0.0008042689973,3869.02962553477,1e-04,"1_854_1",1,854,1,854,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,FALSE,NA,NA,NA,NA,NA
"302","trend",-0.318846355706533,1626.94611430395,0.171641079354682,27.1157685717324,0.170041678956491,1626.94611430395,0.171641079354682,27.1157685717324,0.170041678956491,TRUE,0.54970710155,0.957493502440636,0.924921681609425,0.805444463556155,0.0478248112577665,0.0760754372116393,0.119323261324839,0.0760754372116393,0.0349577827777806,0,3.49833236594858,0.0008042689973,3869.02962553477,1e-04,"1_854_1",1,854,1,854,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,FALSE,NA,NA,NA,NA,NA
"303","season",0.130490854002383,1913.00448355277,0.201819932129603,31.8834080592128,0.199939316597327,1913.00448355277,0.201819932129603,31.8834080592128,0.199939316597327,TRUE,0.54970710155,0.957493502440636,0.924921681609425,0.805444463556155,0.0478248112577665,0.0760754372116393,0.119323261324839,0.0760754372116393,0.0349577827777806,0,3.49833236594858,0.0008042689973,3869.02962553477,1e-04,"1_854_1",1,854,1,854,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,FALSE,NA,NA,NA,NA,NA
"304","holiday",0.60928051237717,4.69245532434686,0.000495049030581509,1.56415177478229,0.00980872045810362,4.69245532434686,0.000495049030581509,1.56415177478229,0.00980872045810362,TRUE,0.54970710155,0.957493502440636,0.924921681609425,0.805444463556155,0.0478248112577665,0.0760754372116393,0.119323261324839,0.0760754372116393,0.0349577827777806,0,3.49833236594858,0.0008042689973,3869.02962553477,1e-04,"1_854_1",1,854,1,854,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,FALSE,NA,NA,NA,NA,NA
"305","facebook_s",160.420726586833,3597.05014904328,0.37948495321792,59.950835817388,0.375948804484957,3597.05014904328,0.37948495321792,59.950835817388,0.375948804484957,TRUE,0.54970710155,0.957493502440636,0.924921681609425,0.805444463556155,0.0478248112577665,0.0760754372116393,0.119323261324839,0.0760754372116393,0.0349577827777806,0,3.49833236594858,0.0008042689973,3869.02962553477,1e-04,"1_854_1",1,854,1,854,4,104450,1740.83333333333,1880.22640441501,139.393071081675,60.1580787016784,0.630927212322561,0.655646097579976,0.0345570581340422,0.0344380100434972,29.0376824542691,10,FALSE,30.6679036744266,0.602401653727479,26.6566840205279,34.7146101923761,0.002311670508003
"306","googlesearch_s",76.3206409761898,1889.21776640711,0.19931045884755,31.4869627734519,0.197453227301099,1889.21776640711,0.19931045884755,31.4869627734519,0.197453227301099,TRUE,0.54970710155,0.957493502440636,0.924921681609425,0.805444463556155,0.0478248112577665,0.0760754372116393,0.119323261324839,0.0760754372116393,0.0349577827777806,0,3.49833236594858,0.0008042689973,3869.02962553477,1e-04,"1_854_1",1,854,1,854,4,61100,1018.33333333333,1130.62136997028,112.288036636952,31.7138412107165,0.369072787677439,0.344353902420024,0.0311428882592961,0.0309200943765485,32.3414278049053,10,FALSE,31.4263211011797,0.488572930654636,28.1644891760799,34.6998042443874,0.00416670409063333
"307","(Intercept)",11.7122645484635,702.735872907807,0.0742729682808712,11.7122645484635,0.0737984933398268,702.735872907807,0.0742729682808712,11.7122645484635,0.0737984933398268,TRUE,0.54461476826,0.946363394905808,0.892463562900447,0.728685632210867,0.0537225037365147,0.0910468679071754,0.14090931848387,0.0910468679071754,0.0142388411429208,0,6.07694359367814,0.001470810576,3869.02962553477,1e-04,"1_859_1",1,859,1,859,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,FALSE,NA,NA,NA,NA,NA
"308","trend",-0.330650826924622,1687.17963504507,0.178319969634273,28.1196605840846,0.17718081552427,1687.17963504507,0.178319969634273,28.1196605840846,0.17718081552427,TRUE,0.54461476826,0.946363394905808,0.892463562900447,0.728685632210867,0.0537225037365147,0.0910468679071754,0.14090931848387,0.0910468679071754,0.0142388411429208,0,6.07694359367814,0.001470810576,3869.02962553477,1e-04,"1_859_1",1,859,1,859,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,FALSE,NA,NA,NA,NA,NA
"309","season",0.129739877670089,1901.99512123612,0.201024067158267,31.6999186872687,0.199739873398126,1901.99512123612,0.201024067158267,31.6999186872687,0.199739873398126,TRUE,0.54461476826,0.946363394905808,0.892463562900447,0.728685632210867,0.0537225037365147,0.0910468679071754,0.14090931848387,0.0910468679071754,0.0142388411429208,0,6.07694359367814,0.001470810576,3869.02962553477,1e-04,"1_859_1",1,859,1,859,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,FALSE,NA,NA,NA,NA,NA
"310","holiday",0.415710188252105,3.20164759354925,0.000338385842148986,1.06721586451642,0.00672448291650011,3.20164759354925,0.000338385842148986,1.06721586451642,0.00672448291650011,TRUE,0.54461476826,0.946363394905808,0.892463562900447,0.728685632210867,0.0537225037365147,0.0910468679071754,0.14090931848387,0.0910468679071754,0.0142388411429208,0,6.07694359367814,0.001470810576,3869.02962553477,1e-04,"1_859_1",1,859,1,859,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,FALSE,NA,NA,NA,NA,NA
"311","facebook_s",142.523640004635,3207.61569568852,0.33901661777604,53.4602615948086,0.336850891894127,3207.61569568852,0.33901661777604,53.4602615948086,0.336850891894127,TRUE,0.54461476826,0.946363394905808,0.892463562900447,0.728685632210867,0.0537225037365147,0.0910468679071754,0.14090931848387,0.0910468679071754,0.0142388411429208,0,6.07694359367814,0.001470810576,3869.02962553477,1e-04,"1_859_1",1,859,1,859,6,104450,1740.83333333333,1858.00493472344,117.171601390102,53.6508797525279,0.630927212322561,0.620858831194164,0.0308190788430031,0.0307095806193252,32.5631278523782,10,FALSE,30.6679036744266,0.602401653727479,26.6566840205279,34.7146101923761,0.00159973276510421
"312","googlesearch_s",80.2827237809062,1958.80142608934,0.2070279913084,32.6466904348223,0.205705442927149,1958.80142608934,0.2070279913084,32.6466904348223,0.205705442927149,TRUE,0.54461476826,0.946363394905808,0.892463562900447,0.728685632210867,0.0537225037365147,0.0910468679071754,0.14090931848387,0.0910468679071754,0.0142388411429208,0,6.07694359367814,0.001470810576,3869.02962553477,1e-04,"1_859_1",1,859,1,859,6,61100,1018.33333333333,1129.25146072241,110.918127389076,32.8699848951619,0.369072787677439,0.379141168805836,0.0322782175729904,0.0320589431438517,31.1925441681873,10,FALSE,31.4263211011797,0.488572930654636,28.1644891760799,34.6998042443874,0.00419487375605396
"313","(Intercept)",0,0,0,0,0,0,0,0,0,TRUE,0.55342591148,0.944950075931168,0.828326424134594,0.427258858639709,0.0535947174079043,0.113280963577829,0.201604641924976,0.113280963577829,0.00718692856684682,0,8.18806263921606,0.00201651076,3869.02962553477,1e-04,"1_860_1",1,860,1,860,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,FALSE,NA,NA,NA,NA,NA
"314","trend",0,0,0,0,0,0,0,0,0,TRUE,0.55342591148,0.944950075931168,0.828326424134594,0.427258858639709,0.0535947174079043,0.113280963577829,0.201604641924976,0.113280963577829,0.00718692856684682,0,8.18806263921606,0.00201651076,3869.02962553477,1e-04,"1_860_1",1,860,1,860,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,FALSE,NA,NA,NA,NA,NA
"315","season",0.0862645501425022,1264.64396647489,0.134711262084116,21.0773994412481,0.134711262084116,1264.64396647489,0.134711262084116,21.0773994412481,0.134711262084116,TRUE,0.55342591148,0.944950075931168,0.828326424134594,0.427258858639709,0.0535947174079043,0.113280963577829,0.201604641924976,0.113280963577829,0.00718692856684682,0,8.18806263921606,0.00201651076,3869.02962553477,1e-04,"1_860_1",1,860,1,860,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,FALSE,NA,NA,NA,NA,NA
"316","holiday",0,0,0,0,0,0,0,0,0,TRUE,0.55342591148,0.944950075931168,0.828326424134594,0.427258858639709,0.0535947174079043,0.113280963577829,0.201604641924976,0.113280963577829,0.00718692856684682,0,8.18806263921606,0.00201651076,3869.02962553477,1e-04,"1_860_1",1,860,1,860,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,FALSE,NA,NA,NA,NA,NA
"317","facebook_s",188.79581851221,5083.8462559652,0.5415368779971,84.7307709327534,0.5415368779971,5083.8462559652,0.5415368779971,84.7307709327534,0.5415368779971,TRUE,0.55342591148,0.944950075931168,0.828326424134594,0.427258858639709,0.0535947174079043,0.113280963577829,0.201604641924976,0.113280963577829,0.00718692856684682,0,8.18806263921606,0.00201651076,3869.02962553477,1e-04,"1_860_1",1,860,1,860,4,104450,1740.83333333333,1872.31218347495,131.478850141613,85.1439538746316,0.630927212322561,0.625845286397041,0.0489098825512484,0.0486725347627114,20.5454678881058,3,FALSE,38.2648901862668,6.94305082288337,0,93.2752201754429,0.0242265124908697
"318","googlesearch_s",146.671915506231,3039.32150843971,0.323751859918784,50.6553584739952,0.323751859918784,3039.32150843971,0.323751859918784,50.6553584739952,0.323751859918784,TRUE,0.55342591148,0.944950075931168,0.828326424134594,0.427258858639709,0.0535947174079043,0.113280963577829,0.201604641924976,0.113280963577829,0.00718692856684682,0,8.18806263921606,0.00201651076,3869.02962553477,1e-04,"1_860_1",1,860,1,860,4,61100,1018.33333333333,1063.37884343658,45.0455101032472,50.7418852814035,0.369072787677439,0.37415471360296,0.0498283652517874,0.0497433962101426,20.1031709973213,3,FALSE,38.2174667920756,6.94707754868085,0,93.2516413397242,0.000225083890530412
"319","(Intercept)",1.55250717296329,93.1504303777973,0.00983470155724861,1.55250717296329,0.00971383300761227,93.1504303777973,0.00983470155724861,1.55250717296329,0.00971383300761227,TRUE,0.55191675656,0.919052019467387,0.884495981776904,0.724931349963386,0.0659976715039885,0.094359522631533,0.141880877545478,0.094359522631533,0.0420449119649695,0,3.67264458652228,0.0008493267173,3869.02962553477,1e-04,"1_862_1",1,862,1,862,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,FALSE,NA,NA,NA,NA,NA
"320","trend",-0.266636350184428,1360.53922555732,0.143643965851989,22.6756537592887,0.141878580525807,1360.53922555732,0.143643965851989,22.6756537592887,0.141878580525807,TRUE,0.55191675656,0.919052019467387,0.884495981776904,0.724931349963386,0.0659976715039885,0.094359522631533,0.141880877545478,0.094359522631533,0.0420449119649695,0,3.67264458652228,0.0008493267173,3869.02962553477,1e-04,"1_862_1",1,862,1,862,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,FALSE,NA,NA,NA,NA,NA
"321","season",0.114602991740463,1680.08738010146,0.17738144532863,28.0014563350244,0.175201426148133,1680.08738010146,0.17738144532863,28.0014563350244,0.175201426148133,TRUE,0.55191675656,0.919052019467387,0.884495981776904,0.724931349963386,0.0659976715039885,0.094359522631533,0.141880877545478,0.094359522631533,0.0420449119649695,0,3.67264458652228,0.0008493267173,3869.02962553477,1e-04,"1_862_1",1,862,1,862,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,FALSE,NA,NA,NA,NA,NA
"322","holiday",0.805396797087361,6.20287111097516,0.000654891082382591,2.06762370365839,0.0129368493297089,6.20287111097516,0.000654891082382591,2.06762370365839,0.0129368493297089,TRUE,0.55191675656,0.919052019467387,0.884495981776904,0.724931349963386,0.0659976715039885,0.094359522631533,0.141880877545478,0.094359522631533,0.0420449119649695,0,3.67264458652228,0.0008493267173,3869.02962553477,1e-04,"1_862_1",1,862,1,862,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,FALSE,NA,NA,NA,NA,NA
"323","facebook_s",145.355074478139,4183.03679136439,0.441639596072818,69.7172798560731,0.436211842406012,4183.03679136439,0.441639596072818,69.7172798560731,0.436211842406012,TRUE,0.55191675656,0.919052019467387,0.884495981776904,0.724931349963386,0.0659976715039885,0.094359522631533,0.141880877545478,0.094359522631533,0.0420449119649695,0,3.67264458652228,0.0008493267173,3869.02962553477,1e-04,"1_862_1",1,862,1,862,9,104450,1740.83333333333,2061.16401375948,320.330680426148,70.1771806205421,0.630927212322561,0.660657454687383,0.0403124062923172,0.0400482220331679,24.9698975193406,5,FALSE,41.3135704015498,7.17593037064611,0,94.8563981467744,0.0301103314739459
"324","googlesearch_s",101.121247549799,2148.59053182046,0.226845400106932,35.8098421970077,0.224057468582727,2148.59053182046,0.226845400106932,35.8098421970077,0.224057468582727,TRUE,0.55191675656,0.919052019467387,0.884495981776904,0.724931349963386,0.0659976715039885,0.094359522631533,0.141880877545478,0.094359522631533,0.0420449119649695,0,3.67264458652228,0.0008493267173,3869.02962553477,1e-04,"1_862_1",1,862,1,862,9,61100,1018.33333333333,1096.99847849883,78.6651451654962,35.8997649870712,0.369072787677439,0.339342545312617,0.0352534517057983,0.0351651478203021,28.4372471604588,5,FALSE,41.1573485874032,7.00315165510375,0,93.4008399759721,0.00104994404363238
"325","(Intercept)",0,0,0,0,0,0,0,0,0,TRUE,0.54478713719,0.927516374208478,0.783865615088144,0.30180357234105,0.06149836616705,0.127106318514123,0.222592305832595,0.127106318514123,0.0064392635585676,0,7.04356984454092,0.001720672432,3869.02962553477,1e-04,"1_871_1",1,871,1,871,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,FALSE,NA,NA,NA,NA,NA
"326","trend",-0.0167211211689464,85.3212295694599,0.00911190595731323,1.42202049282433,0.00902375724772324,85.3212295694599,0.00911190595731323,1.42202049282433,0.00902375724772324,TRUE,0.54478713719,0.927516374208478,0.783865615088144,0.30180357234105,0.06149836616705,0.127106318514123,0.222592305832595,0.127106318514123,0.0064392635585676,0,7.04356984454092,0.001720672432,3869.02962553477,1e-04,"1_871_1",1,871,1,871,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,FALSE,NA,NA,NA,NA,NA
"327","season",0.0948142497272537,1389.98312348861,0.148443658950904,23.1663853914768,0.147007612854221,1389.98312348861,0.148443658950904,23.1663853914768,0.147007612854221,TRUE,0.54478713719,0.927516374208478,0.783865615088144,0.30180357234105,0.06149836616705,0.127106318514123,0.222592305832595,0.127106318514123,0.0064392635585676,0,7.04356984454092,0.001720672432,3869.02962553477,1e-04,"1_871_1",1,871,1,871,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,FALSE,NA,NA,NA,NA,NA
"328","holiday",0.625086287921872,4.81418561787092,0.000514132377515471,1.60472853929031,0.0101831730696711,4.81418561787092,0.000514132377515471,1.60472853929031,0.0101831730696711,TRUE,0.54478713719,0.927516374208478,0.783865615088144,0.30180357234105,0.06149836616705,0.127106318514123,0.222592305832595,0.127106318514123,0.0064392635585676,0,7.04356984454092,0.001720672432,3869.02962553477,1e-04,"1_871_1",1,871,1,871,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,FALSE,NA,NA,NA,NA,NA
"329","facebook_s",174.665536535925,5009.86725100728,0.53503025542592,83.497787516788,0.529854365021833,5009.86725100728,0.53503025542592,83.497787516788,0.529854365021833,TRUE,0.54478713719,0.927516374208478,0.783865615088144,0.30180357234105,0.06149836616705,0.127106318514123,0.222592305832595,0.127106318514123,0.0064392635585676,0,7.04356984454092,0.001720672432,3869.02962553477,1e-04,"1_871_1",1,871,1,871,4,104450,1740.83333333333,1995.46734599195,254.634012658619,84.0178618550388,0.630927212322561,0.635480459250672,0.0482630130330524,0.0479642628148136,20.8488558212794,5,FALSE,41.3135704015498,7.17593037064611,0,94.8563981467744,0.0269207609630606
"330","googlesearch_s",125.413226992547,2873.72252438042,0.306900047288348,47.8953754063404,0.303931091806551,2873.72252438042,0.306900047288348,47.8953754063404,0.303931091806551,TRUE,0.54478713719,0.927516374208478,0.783865615088144,0.30180357234105,0.06149836616705,0.127106318514123,0.222592305832595,0.127106318514123,0.0064392635585676,0,7.04356984454092,0.001720672432,3869.02962553477,1e-04,"1_871_1",1,871,1,871,4,61100,1018.33333333333,1115.4386266375,97.1052933041684,48.1517923407649,0.369072787677439,0.364519540749328,0.0472849024622896,0.04703310187202,21.2616212879402,5,FALSE,41.1573485874032,7.00315165510375,0,93.4008399759721,0.00353404247878779
"331","(Intercept)",2.1817221373573,130.903328241438,0.0137933545812937,2.1817221373573,0.0137235602216258,130.903328241438,0.0137933545812937,2.1817221373573,0.0137235602216258,TRUE,0.55096143479,0.972842982244158,0.942001829386741,0.83284371377633,0.0382266853742211,0.0668643052130406,0.11060243152752,0.0668643052130406,0.0919786616151519,0,3.10707642053116,0.0007031337999,3869.02962553477,1e-04,"1_876_1",1,876,1,876,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,FALSE,NA,NA,NA,NA,NA
"332","trend",-0.338458115354582,1727.01712212008,0.181976729342065,28.7836187020014,0.181055927283072,1727.01712212008,0.181976729342065,28.7836187020014,0.181055927283072,TRUE,0.55096143479,0.972842982244158,0.942001829386741,0.83284371377633,0.0382266853742211,0.0668643052130406,0.11060243152752,0.0668643052130406,0.0919786616151519,0,3.10707642053116,0.0007031337999,3869.02962553477,1e-04,"1_876_1",1,876,1,876,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,FALSE,NA,NA,NA,NA,NA
"333","season",0.13647682299832,2000.75918188148,0.210821078411163,33.3459863646914,0.20975432397623,2000.75918188148,0.210821078411163,33.3459863646914,0.20975432397623,TRUE,0.55096143479,0.972842982244158,0.942001829386741,0.83284371377633,0.0382266853742211,0.0668643052130406,0.11060243152752,0.0668643052130406,0.0919786616151519,0,3.10707642053116,0.0007031337999,3869.02962553477,1e-04,"1_876_1",1,876,1,876,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,FALSE,NA,NA,NA,NA,NA
"334","holiday",0.329835854115331,2.54027492815307,0.000267670144744982,0.846758309384355,0.00532631468188435,2.54027492815307,0.000267670144744982,0.846758309384355,0.00532631468188435,TRUE,0.55096143479,0.972842982244158,0.942001829386741,0.83284371377633,0.0382266853742211,0.0668643052130406,0.11060243152752,0.0668643052130406,0.0919786616151519,0,3.10707642053116,0.0007031337999,3869.02962553477,1e-04,"1_876_1",1,876,1,876,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,FALSE,NA,NA,NA,NA,NA
"335","facebook_s",140.406920026415,3917.66094082825,0.412806054758681,65.2943490138041,0.410717256555961,3917.66094082825,0.412806054758681,65.2943490138041,0.410717256555961,TRUE,0.55096143479,0.972842982244158,0.942001829386741,0.83284371377633,0.0382266853742211,0.0668643052130406,0.11060243152752,0.0668643052130406,0.0919786616151519,0,3.10707642053116,0.0007031337999,3869.02962553477,1e-04,"1_876_1",1,876,1,876,4,104450,1740.83333333333,1797.40029469172,56.566961358386,65.7887653212728,0.630927212322561,0.695965947675098,0.0377915358475478,0.037507524565134,26.6613169382437,9,FALSE,29.7776347748793,2.10980436539023,14.1403189405197,45.3228078329321,0.000166677171228803
"336","googlesearch_s",72.6184156422469,1711.43765791117,0.180335112762052,28.5239609651862,0.179422617281226,1711.43765791117,0.180335112762052,28.5239609651862,0.179422617281226,TRUE,0.55096143479,0.972842982244158,0.942001829386741,0.83284371377633,0.0382266853742211,0.0668643052130406,0.11060243152752,0.0668643052130406,0.0919786616151519,0,3.10707642053116,0.0007031337999,3869.02962553477,1e-04,"1_876_1",1,876,1,876,4,61100,1018.33333333333,1127.72353358615,109.390200252813,28.6878443452833,0.369072787677439,0.304034052324902,0.028171369242504,0.0280104362996919,35.7009790672557,9,FALSE,34.299422224427,1.49932512755382,23.2179959507883,45.3777231288171,0.00292882974142297
"337","(Intercept)",2.83064337833125,169.838602699875,0.0178988836175415,2.83064337833125,0.0177109421950593,169.838602699875,0.0178988836175415,2.83064337833125,0.0177109421950593,TRUE,0.5498043677,0.957314831100018,0.936351342985873,0.828263465691309,0.0479252189959487,0.0700457534011575,0.112107499293801,0.0700457534011575,0.0402353831332607,0,1.99459474333428,0.0004155699805,3869.02962553477,1e-04,"1_877_1",1,877,1,877,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,FALSE,NA,NA,NA,NA,NA
"338","trend",-0.279956272474878,1428.50549026578,0.150546772705551,23.8084248377631,0.148966005143899,1428.50549026578,0.150546772705551,23.8084248377631,0.148966005143899,TRUE,0.5498043677,0.957314831100018,0.936351342985873,0.828263465691309,0.0479252189959487,0.0700457534011575,0.112107499293801,0.0700457534011575,0.0402353831332607,0,1.99459474333428,0.0004155699805,3869.02962553477,1e-04,"1_877_1",1,877,1,877,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,FALSE,NA,NA,NA,NA,NA
"339","season",0.126160678511527,1849.52382667526,0.194916886946073,30.8253971112543,0.192870225389899,1849.52382667526,0.194916886946073,30.8253971112543,0.192870225389899,TRUE,0.5498043677,0.957314831100018,0.936351342985873,0.828263465691309,0.0479252189959487,0.0700457534011575,0.112107499293801,0.0700457534011575,0.0402353831332607,0,1.99459474333428,0.0004155699805,3869.02962553477,1e-04,"1_877_1",1,877,1,877,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,FALSE,NA,NA,NA,NA,NA
"340","holiday",0.688105213102729,5.29953429551987,0.000558505228344946,1.76651143183996,0.0110528165065687,5.29953429551987,0.000558505228344946,1.76651143183996,0.0110528165065687,TRUE,0.5498043677,0.957314831100018,0.936351342985873,0.828263465691309,0.0479252189959487,0.0700457534011575,0.112107499293801,0.0700457534011575,0.0402353831332607,0,1.99459474333428,0.0004155699805,3869.02962553477,1e-04,"1_877_1",1,877,1,877,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,FALSE,NA,NA,NA,NA,NA
