"","rn","coef","xDecompAgg","xDecompPerc","xDecompMeanNon0","xDecompMeanNon0Perc","xDecompAggRF","xDecompPercRF","xDecompMeanNon0RF","xDecompMeanNon0PercRF","pos","train_size","rsq_train","rsq_val","rsq_test","nrmse_train","nrmse_val","nrmse_test","nrmse","decomp.rssd","mape","lambda","lambda_hp","lambda_max","lambda_min_ratio","solID","trial","iterNG","iterPar","iterations","robynPareto","total_spend","mean_spend","mean_spend_adstocked","mean_carryover","mean_response","spend_share","effect_share","roi_mean","roi_total","cpa_total","cluster","top_sol","boot_mean","boot_se","ci_low","ci_up","carryover_pct"
"92","trend",-0.188732785109382,963.028323453971,0.108100426057275,16.0504720575662,0.108100426057275,963.028323453971,0.108100426057275,16.0504720575662,0.108100426057275,TRUE,0.56544912602,0.463129098971814,-1.77517670355175,-4.48252384690117,0.168465633724498,0.432438489090223,0.65191745010565,0.432438489090223,0.00431950370600898,0,99.2330815722253,0.02555060927,3869.02962553477,1e-04,"1_550_1",1,550,1,550,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,FALSE,NA,NA,NA,NA,NA
"93","season",0.070923040018543,1039.73642122219,0.116710949599353,17.3289403537032,0.116710949599353,1039.73642122219,0.116710949599353,17.3289403537032,0.116710949599353,TRUE,0.56544912602,0.463129098971814,-1.77517670355175,-4.48252384690117,0.168465633724498,0.432438489090223,0.65191745010565,0.432438489090223,0.00431950370600898,0,99.2330815722253,0.02555060927,3869.02962553477,1e-04,"1_550_1",1,550,1,550,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,FALSE,NA,NA,NA,NA,NA
"94","holiday",0,0,0,0,0,0,0,0,0,TRUE,0.56544912602,0.463129098971814,-1.77517670355175,-4.48252384690117,0.168465633724498,0.432438489090223,0.65191745010565,0.432438489090223,0.00431950370600898,0,99.2330815722253,0.02555060927,3869.02962553477,1e-04,"1_550_1",1,550,1,550,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,FALSE,NA,NA,NA,NA,NA
"95","facebook_s",59.6893709732761,1671.89757913681,0.187671365656832,27.8649596522801,0.187671365656832,1671.89757913681,0.187671365656832,27.8649596522801,0.187671365656832,TRUE,0.56544912602,0.463129098971814,-1.77517670355175,-4.48252384690117,0.168465633724498,0.432438489090223,0.65191745010565,0.432438489090223,0.00431950370600898,0,99.2330815722253,0.02555060927,3869.02962553477,1e-04,"1_550_1",1,550,1,550,5,104450,1740.83333333333,1899.15473586618,158.321402532851,27.9919904872788,0.630927212322561,0.627872861960682,0.016079649873018,0.0160066785939378,62.4739226274417,4,FALSE,112.151802433816,49.3278048778117,0,464.242538572748,0.0504335561413398
"96","googlesearch_s",32.6341345420179,990.89879323054,0.111228900665849,16.5149798871757,0.111228900665849,990.89879323054,0.111228900665849,16.5149798871757,0.111228900665849,TRUE,0.56544912602,0.463129098971814,-1.77517670355175,-4.48252384690117,0.168465633724498,0.432438489090223,0.65191745010565,0.432438489090223,0.00431950370600898,0,99.2330815722253,0.02555060927,3869.02962553477,1e-04,"1_550_1",1,550,1,550,5,61100,1018.33333333333,1042.67829555839,24.3449622250537,16.7124942323099,0.369072787677439,0.372127138039318,0.0164116146307462,0.0162176561903525,61.6611912512287,4,FALSE,111.452986477725,48.841230471591,0,460.077443222627,0.000109749749205413
"97","(Intercept)",82.4038560734413,4944.23136440648,0.561956836065255,82.4038560734413,0.561956836065255,4944.23136440648,0.561956836065255,82.4038560734413,0.561956836065255,TRUE,0.57390812159,0.322492585684805,-2.68883316907087,-6.93853378701603,0.189248921611842,0.507295673030946,0.764343575369723,0.507295673030946,0.00168174982963567,0,154.218386751646,0.03976368324,3869.02962553477,1e-04,"1_566_1",1,566,1,566,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"98","trend",-0.143547121903625,732.463859224948,0.0832511754658975,12.2077309870825,0.0832511754658976,732.463859224948,0.0832511754658975,12.2077309870825,0.0832511754658976,TRUE,0.57390812159,0.322492585684805,-2.68883316907087,-6.93853378701603,0.189248921611842,0.507295673030946,0.764343575369723,0.507295673030946,0.00168174982963567,0,154.218386751646,0.03976368324,3869.02962553477,1e-04,"1_566_1",1,566,1,566,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"99","season",0.0539132353331576,790.371568211841,0.0898329129550307,13.1728594701974,0.0898329129550307,790.371568211841,0.0898329129550307,13.1728594701974,0.0898329129550307,TRUE,0.57390812159,0.322492585684805,-2.68883316907087,-6.93853378701603,0.189248921611842,0.507295673030946,0.764343575369723,0.507295673030946,0.00168174982963567,0,154.218386751646,0.03976368324,3869.02962553477,1e-04,"1_566_1",1,566,1,566,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"100","holiday",0,0,0,0,0,0,0,0,0,TRUE,0.57390812159,0.322492585684805,-2.68883316907087,-6.93853378701603,0.189248921611842,0.507295673030946,0.764343575369723,0.507295673030946,0.00168174982963567,0,154.218386751646,0.03976368324,3869.02962553477,1e-04,"1_566_1",1,566,1,566,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"101","facebook_s",52.9406506964692,1468.02871812617,0.166854807732111,24.4671453021028,0.166854807732111,1468.02871812617,0.166854807732111,24.4671453021028,0.166854807732111,TRUE,0.57390812159,0.322492585684805,-2.68883316907087,-6.93853378701603,0.189248921611842,0.507295673030946,0.764343575369723,0.507295673030946,0.00168174982963567,0,154.218386751646,0.03976368324,3869.02962553477,1e-04,"1_566_1",1,566,1,566,5,104450,1740.83333333333,1880.48320126853,139.6498679352,24.5598505438423,0.630927212322561,0.629738035613767,0.0141080998815753,0.0140548465115,71.1498342711733,NA,NA,NA,NA,NA,NA,0.0845171303531776
"102","googlesearch_s",26.9857157096652,863.144936797458,0.0981042677817062,14.3857489466243,0.0981042677817062,863.144936797458,0.0981042677817062,14.3857489466243,0.0981042677817062,TRUE,0.57390812159,0.322492585684805,-2.68883316907087,-6.93853378701603,0.189248921611842,0.507295673030946,0.764343575369723,0.507295673030946,0.00168174982963567,0,154.218386751646,0.03976368324,3869.02962553477,1e-04,"1_566_1",1,566,1,566,5,61100,1018.33333333333,1078.44409266016,60.1107593268259,14.5456493693717,0.369072787677439,0.370261964386234,0.0142837800681228,0.0141267583763905,70.7876480474999,NA,NA,NA,NA,NA,NA,0.00309745416436279
"103","(Intercept)",0,0,0,0,0,0,0,0,0,TRUE,0.55359119693,0.956186815390095,0.686833681737623,-0.0457406515312282,0.0478130043849036,0.153000458088279,0.272416452175182,0.153000458088279,0.0020474474680281,0,7.9002220030343,0.00194210724,3869.02962553477,1e-04,"1_570_1",1,570,1,570,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,FALSE,NA,NA,NA,NA,NA
"104","trend",-0.0150250221361958,76.6667109230303,0.00823747409094229,1.27777851538384,0.00823747409094229,76.6667109230303,0.00823747409094229,1.27777851538384,0.00823747409094229,TRUE,0.55359119693,0.956186815390095,0.686833681737623,-0.0457406515312282,0.0478130043849036,0.153000458088279,0.272416452175182,0.153000458088279,0.0020474474680281,0,7.9002220030343,0.00194210724,3869.02962553477,1e-04,"1_570_1",1,570,1,570,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,FALSE,NA,NA,NA,NA,NA
"105","season",0.111843618496802,1639.63478725674,0.176170973242805,27.327246454279,0.176170973242805,1639.63478725674,0.176170973242805,27.327246454279,0.176170973242805,TRUE,0.55359119693,0.956186815390095,0.686833681737623,-0.0457406515312282,0.0478130043849036,0.153000458088279,0.272416452175182,0.153000458088279,0.0020474474680281,0,7.9002220030343,0.00194210724,3869.02962553477,1e-04,"1_570_1",1,570,1,570,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,FALSE,NA,NA,NA,NA,NA
"106","holiday",0,0,0,0,0,0,0,0,0,TRUE,0.55359119693,0.956186815390095,0.686833681737623,-0.0457406515312282,0.0478130043849036,0.153000458088279,0.272416452175182,0.153000458088279,0.0020474474680281,0,7.9002220030343,0.00194210724,3869.02962553477,1e-04,"1_570_1",1,570,1,570,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,FALSE,NA,NA,NA,NA,NA
"107","facebook_s",187.487283954594,4800.20920614896,0.51575968879704,80.0034867691494,0.51575968879704,4800.20920614896,0.51575968879704,80.0034867691494,0.51575968879704,TRUE,0.55359119693,0.956186815390095,0.686833681737623,-0.0457406515312282,0.0478130043849036,0.153000458088279,0.272416452175182,0.153000458088279,0.0020474474680281,0,7.9002220030343,0.00194210724,3869.02962553477,1e-04,"1_570_1",1,570,1,570,3,104450,1740.83333333333,1756.35915579609,15.5258224627548,80.4349654684818,0.630927212322561,0.632374976311327,0.0462048628828043,0.0459570053245473,21.7594682886325,8,FALSE,30.4041737545007,1.32038775815776,21.5303304549254,39.1922791026637,0.000140691719112083
"108","googlesearch_s",100.365825193586,2790.55479616626,0.299831863869213,46.509246602771,0.299831863869213,2790.55479616626,0.299831863869213,46.509246602771,0.299831863869213,TRUE,0.55359119693,0.956186815390095,0.686833681737623,-0.0457406515312282,0.0478130043849036,0.153000458088279,0.272416452175182,0.153000458088279,0.0020474474680281,0,7.9002220030343,0.00194210724,3869.02962553477,1e-04,"1_570_1",1,570,1,570,3,61100,1018.33333333333,1060.1619233602,41.8285900268688,46.9513803790416,0.369072787677439,0.367625023688673,0.0461061018452127,0.0456719279241613,21.8952876624895,8,FALSE,33.4809018093278,1.6414035180411,22.4807672142776,44.4367301249811,0.000797393254188416
"109","(Intercept)",83.8621611103019,5031.72966661811,0.57053248418374,83.8621611103019,0.57053248418374,5031.72966661811,0.57053248418374,83.8621611103019,0.57053248418374,TRUE,0.55339981058,0.328872268151606,-1.9565944060208,-6.57348893106869,0.190032637637057,0.477400713829284,0.744477051958582,0.477400713829284,0.000991751190928721,0,137.936390084705,0.03555497289,3869.02962553477,1e-04,"1_571_1",1,571,1,571,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,FALSE,NA,NA,NA,NA,NA
"110","trend",-0.165347845325285,843.704278395771,0.095665055510249,14.0617379732628,0.095665055510249,843.704278395771,0.095665055510249,14.0617379732628,0.095665055510249,TRUE,0.55339981058,0.328872268151606,-1.9565944060208,-6.57348893106869,0.190032637637057,0.477400713829284,0.744477051958582,0.477400713829284,0.000991751190928721,0,137.936390084705,0.03555497289,3869.02962553477,1e-04,"1_571_1",1,571,1,571,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,FALSE,NA,NA,NA,NA,NA
"111","season",0.0622160450729136,912.091303894994,0.103419251806377,15.2015217315832,0.103419251806377,912.091303894994,0.103419251806377,15.2015217315832,0.103419251806377,TRUE,0.55339981058,0.328872268151606,-1.9565944060208,-6.57348893106869,0.190032637637057,0.477400713829284,0.744477051958582,0.477400713829284,0.000991751190928721,0,137.936390084705,0.03555497289,3869.02962553477,1e-04,"1_571_1",1,571,1,571,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,FALSE,NA,NA,NA,NA,NA
"112","holiday",0,0,0,0,0,0,0,0,0,TRUE,0.55339981058,0.328872268151606,-1.9565944060208,-6.57348893106869,0.190032637637057,0.477400713829284,0.744477051958582,0.477400713829284,0.000991751190928721,0,137.936390084705,0.03555497289,3869.02962553477,1e-04,"1_571_1",1,571,1,571,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,FALSE,NA,NA,NA,NA,NA
"113","facebook_s",43.9487423730054,1280.51308125521,0.145193473752205,21.3418846875868,0.145193473752205,1280.51308125521,0.145193473752205,21.3418846875868,0.145193473752205,TRUE,0.55339981058,0.328872268151606,-1.9565944060208,-6.57348893106869,0.190032637637057,0.477400713829284,0.744477051958582,0.477400713829284,0.000991751190928721,0,137.936390084705,0.03555497289,3869.02962553477,1e-04,"1_571_1",1,571,1,571,4,104450,1740.83333333333,2065.7235477751,324.890214441766,21.4423180136788,0.630927212322561,0.630225938330206,0.0123172721955072,0.0122595795237454,81.5688660498603,7,FALSE,131.883807475755,59.9045236757869,0,520.644651049437,0.116539942122024
"114","googlesearch_s",23.4736642566721,751.318684742792,0.0851897347474288,12.5219780790465,0.0851897347474288,751.318684742792,0.0851897347474288,12.5219780790465,0.0851897347474288,TRUE,0.55339981058,0.328872268151606,-1.9565944060208,-6.57348893106869,0.190032637637057,0.477400713829284,0.744477051958582,0.477400713829284,0.000991751190928721,0,137.936390084705,0.03555497289,3869.02962553477,1e-04,"1_571_1",1,571,1,571,4,61100,1018.33333333333,1333.03300017264,314.699666839305,12.6712873455598,0.369072787677439,0.369774061669794,0.0124431626961307,0.0122965414851521,81.3236796059679,7,FALSE,131.165475202193,59.0214039668137,0,514.197365690772,0.0765282695614496
"115","(Intercept)",81.6958360798718,4901.75016479231,0.556379611604557,81.6958360798718,0.556379611604557,4901.75016479231,0.556379611604557,81.6958360798718,0.556379611604557,TRUE,0.53516419862,0.38288080776682,-2.12115050940786,-6.64064723435936,0.184158482860487,0.495904221757622,0.721157341536679,0.495904221757622,0.000360174954717792,0,111.319029458875,0.02867468889,3869.02962553477,1e-04,"1_581_1",1,581,1,581,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,FALSE,NA,NA,NA,NA,NA
"116","trend",-0.170074991252154,867.825023575454,0.0985036228540802,14.4637503929242,0.0985036228540801,867.825023575454,0.0985036228540802,14.4637503929242,0.0985036228540801,TRUE,0.53516419862,0.38288080776682,-2.12115050940786,-6.64064723435936,0.184158482860487,0.495904221757622,0.721157341536679,0.495904221757622,0.000360174954717792,0,111.319029458875,0.02867468889,3869.02962553477,1e-04,"1_581_1",1,581,1,581,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,FALSE,NA,NA,NA,NA,NA
"117","season",0.0640205591409616,938.545598559559,0.106530854907792,15.6424266426593,0.106530854907792,938.545598559559,0.106530854907792,15.6424266426593,0.106530854907792,TRUE,0.53516419862,0.38288080776682,-2.12115050940786,-6.64064723435936,0.184158482860487,0.495904221757622,0.721157341536679,0.495904221757622,0.000360174954717792,0,111.319029458875,0.02867468889,3869.02962553477,1e-04,"1_581_1",1,581,1,581,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,FALSE,NA,NA,NA,NA,NA
"118","holiday",0,0,0,0,0,0,0,0,0,TRUE,0.53516419862,0.38288080776682,-2.12115050940786,-6.64064723435936,0.184158482860487,0.495904221757622,0.721157341536679,0.495904221757622,0.000360174954717792,0,111.319029458875,0.02867468889,3869.02962553477,1e-04,"1_581_1",1,581,1,581,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,FALSE,NA,NA,NA,NA,NA
"119","facebook_s",46.2138175661255,1326.72004598117,0.150591107068849,22.1120007663529,0.150591107068849,1326.72004598117,0.150591107068849,22.1120007663529,0.150591107068849,TRUE,0.53516419862,0.38288080776682,-2.12115050940786,-6.64064723435936,0.184158482860487,0.495904221757622,0.721157341536679,0.495904221757622,0.000360174954717792,0,111.319029458875,0.02867468889,3869.02962553477,1e-04,"1_581_1",1,581,1,581,4,104450,1740.83333333333,2036.61870417279,295.785370839457,22.2207079439961,0.630927212322561,0.631181894475456,0.0127644085843922,0.0127019631017824,78.7279881060018,5,FALSE,41.3135704015498,7.17593037064611,0,94.8563981467744,0.0875284621592558
"120","googlesearch_s",35.4170067320575,775.241460826219,0.0879948035647218,12.9206910137703,0.0879948035647217,775.241460826219,0.0879948035647218,12.9206910137703,0.0879948035647217,TRUE,0.53516419862,0.38288080776682,-2.12115050940786,-6.64064723435936,0.184158482860487,0.495904221757622,0.721157341536679,0.495904221757622,0.000360174954717792,0,111.319029458875,0.02867468889,3869.02962553477,1e-04,"1_581_1",1,581,1,581,4,61100,1018.33333333333,1142.00507305265,123.671739719317,12.9796482954106,0.369072787677439,0.368818105524544,0.0127459721395194,0.0126880762819348,78.8141541538326,5,FALSE,41.1573485874032,7.00315165510375,0,93.4008399759721,0.00816450255600198
"121","(Intercept)",1.39668435958322,83.8010615749931,0.00883860471553439,1.39668435958322,0.00875260203893653,83.8010615749931,0.00883860471553439,1.39668435958322,0.00875260203893653,TRUE,0.5503125941,0.947386382197438,0.916065329731189,0.786536623516241,0.0532077245818225,0.0804373738138965,0.124987046398999,0.0804373738138965,0.0525289477572766,0,3.31915221830996,0.0007579529737,3869.02962553477,1e-04,"1_612_1",1,612,1,612,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,FALSE,NA,NA,NA,NA,NA
"122","trend",-0.294354279499835,1501.97279250629,0.158414983735861,25.0328798751048,0.156873551230055,1501.97279250629,0.158414983735861,25.0328798751048,0.156873551230055,TRUE,0.5503125941,0.947386382197438,0.916065329731189,0.786536623516241,0.0532077245818225,0.0804373738138965,0.124987046398999,0.0804373738138965,0.0525289477572766,0,3.31915221830996,0.0007579529737,3869.02962553477,1e-04,"1_612_1",1,612,1,612,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,FALSE,NA,NA,NA,NA,NA
"123","season",0.123270792525617,1807.15790846385,0.190603246680472,30.1192984743975,0.188748611258893,1807.15790846385,0.190603246680472,30.1192984743975,0.188748611258893,TRUE,0.5503125941,0.947386382197438,0.916065329731189,0.786536623516241,0.0532077245818225,0.0804373738138965,0.124987046398999,0.0804373738138965,0.0525289477572766,0,3.31915221830996,0.0007579529737,3869.02962553477,1e-04,"1_612_1",1,612,1,612,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,FALSE,NA,NA,NA,NA,NA
"124","holiday",0.636654970278097,4.90328337172217,0.000517155543335473,1.63442779057406,0.0102424688256278,4.90328337172217,0.000517155543335473,1.63442779057406,0.0102424688256278,TRUE,0.5503125941,0.947386382197438,0.916065329731189,0.786536623516241,0.0532077245818225,0.0804373738138965,0.124987046398999,0.0804373738138965,0.0525289477572766,0,3.31915221830996,0.0007579529737,3869.02962553477,1e-04,"1_612_1",1,612,1,612,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,FALSE,NA,NA,NA,NA,NA
"125","facebook_s",144.343276444062,4064.15488897475,0.428651593323892,67.7359148162459,0.4244806652713,4064.15488897475,0.428651593323892,67.7359148162459,0.4244806652713,TRUE,0.5503125941,0.947386382197438,0.916065329731189,0.786536623516241,0.0532077245818225,0.0804373738138965,0.124987046398999,0.0804373738138965,0.0525289477572766,0,3.31915221830996,0.0007579529737,3869.02962553477,1e-04,"1_612_1",1,612,1,612,5,104450,1740.83333333333,1944.73854457559,203.905211242259,68.2099037788669,0.630927212322561,0.668070787490325,0.0391823286427191,0.0389100515938224,25.7003000262987,2,FALSE,27.4102676338186,0.708594900758709,21.0787409550335,33.7642753023521,0.00723866136605476
"126","googlesearch_s",95.7475335496055,2019.26466038491,0.212974416000905,33.6544110064152,0.210902101375187,2019.26466038491,0.212974416000905,33.6544110064152,0.210902101375187,TRUE,0.5503125941,0.947386382197438,0.916065329731189,0.786536623516241,0.0532077245818225,0.0804373738138965,0.124987046398999,0.0804373738138965,0.0525289477572766,0,3.31915221830996,0.0007579529737,3869.02962553477,1e-04,"1_612_1",1,612,1,612,5,61100,1018.33333333333,1093.45579143541,75.1224581020801,33.7573101608545,0.369072787677439,0.331929212509675,0.0331495680793989,0.0330485214465616,30.2585397539484,2,FALSE,29.1361049641688,0.703795903420564,22.8331670858817,35.4327879648694,0.00152111391420945
"127","(Intercept)",11.1052602393406,666.315614360437,0.0704226985428361,11.1052602393406,0.0699225352584094,666.315614360437,0.0704226985428361,11.1052602393406,0.0699225352584094,TRUE,0.54461476826,0.94048987163618,0.885560506149216,0.716428814069101,0.0565875703594965,0.0939236913651256,0.144057000449658,0.0939236913651256,0.00168694924995704,0,6.07694359367814,0.001470810576,3869.02962553477,1e-04,"1_619_1",1,619,1,619,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,FALSE,NA,NA,NA,NA,NA
"128","trend",-0.323811053963662,1652.27899452529,0.17462887411366,27.5379832420882,0.173388607082722,1652.27899452529,0.17462887411366,27.5379832420882,0.173388607082722,TRUE,0.54461476826,0.94048987163618,0.885560506149216,0.716428814069101,0.0565875703594965,0.0939236913651256,0.144057000449658,0.0939236913651256,0.00168694924995704,0,6.07694359367814,0.001470810576,3869.02962553477,1e-04,"1_619_1",1,619,1,619,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,FALSE,NA,NA,NA,NA,NA
"129","season",0.1275381993382,1869.71837239849,0.197609977106427,31.1619728733081,0.196206491337916,1869.71837239849,0.197609977106427,31.1619728733081,0.196206491337916,TRUE,0.54461476826,0.94048987163618,0.885560506149216,0.716428814069101,0.0565875703594965,0.0939236913651256,0.144057000449658,0.0939236913651256,0.00168694924995704,0,6.07694359367814,0.001470810576,3869.02962553477,1e-04,"1_619_1",1,619,1,619,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,FALSE,NA,NA,NA,NA,NA
"130","holiday",0.462514667086343,3.56211854485558,0.000376479246548938,1.18737284828519,0.00747610754361115,3.56211854485558,0.000376479246548938,1.18737284828519,0.00747610754361115,TRUE,0.54461476826,0.94048987163618,0.885560506149216,0.716428814069101,0.0565875703594965,0.0939236913651256,0.144057000449658,0.0939236913651256,0.00168694924995704,0,6.07694359367814,0.001470810576,3869.02962553477,1e-04,"1_619_1",1,619,1,619,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,FALSE,NA,NA,NA,NA,NA
"131","facebook_s",135.461021682297,3318.56447762588,0.350738089827192,55.3094079604314,0.348247041931963,3318.56447762588,0.350738089827192,55.3094079604314,0.348247041931963,TRUE,0.54461476826,0.94048987163618,0.885560506149216,0.716428814069101,0.0565875703594965,0.0939236913651256,0.144057000449658,0.0939236913651256,0.00168694924995704,0,6.07694359367814,0.001470810576,3869.02962553477,1e-04,"1_619_1",1,619,1,619,1,104450,1740.83333333333,1895.5781389389,154.744805605564,55.5836562762518,0.630927212322561,0.629734359068399,0.0319293382151758,0.0317717996900515,31.4744524942074,1,FALSE,32.5741790691305,0.822283166172887,27.078861023868,38.0779959106593,0.00324265619679363
"132","googlesearch_s",84.274432151101,1951.22020195746,0.206223881163336,32.5203366992909,0.204759216845379,1951.22020195746,0.206223881163336,32.5203366992909,0.204759216845379,TRUE,0.54461476826,0.94048987163618,0.885560506149216,0.716428814069101,0.0565875703594965,0.0939236913651256,0.144057000449658,0.0939236913651256,0.00168694924995704,0,6.07694359367814,0.001470810576,3869.02962553477,1e-04,"1_619_1",1,619,1,619,1,61100,1018.33333333333,1118.07340678197,99.7400734486345,32.6968001737446,0.369072787677439,0.370265640931601,0.0321081507434481,0.0319348641891564,31.3137389304932,1,FALSE,33.0646903631535,0.367374659403953,30.6008620646545,35.5149884860672,0.00290690918922737
"133","(Intercept)",83.3876160501769,5003.25696301062,0.567302876073573,83.3876160501769,0.567302876073573,5003.25696301062,0.567302876073573,83.3876160501769,0.567302876073573,TRUE,0.55339981058,0.329037935421795,-1.95626416747263,-6.5727673382816,0.190009181497556,0.477374051308221,0.744441584681049,0.477374051308221,0.0062211142306215,0,137.936390084705,0.03555497289,3869.02962553477,1e-04,"1_631_1",1,631,1,631,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,FALSE,NA,NA,NA,NA,NA
"134","trend",-0.165352538063185,843.72822357048,0.095667572422257,14.062137059508,0.095667572422257,843.72822357048,0.095667572422257,14.062137059508,0.095667572422257,TRUE,0.55339981058,0.329037935421795,-1.95626416747263,-6.5727673382816,0.190009181497556,0.477374051308221,0.744441584681049,0.477374051308221,0.0062211142306215,0,137.936390084705,0.03555497289,3869.02962553477,1e-04,"1_631_1",1,631,1,631,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,FALSE,NA,NA,NA,NA,NA
"135","season",0.0622175501304972,912.113368137943,0.103421539384307,15.2018894689657,0.103421539384307,912.113368137943,0.103421539384307,15.2018894689657,0.103421539384307,TRUE,0.55339981058,0.329037935421795,-1.95626416747263,-6.5727673382816,0.190009181497556,0.477374051308221,0.744441584681049,0.477374051308221,0.0062211142306215,0,137.936390084705,0.03555497289,3869.02962553477,1e-04,"1_631_1",1,631,1,631,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,FALSE,NA,NA,NA,NA,NA
"136","holiday",0,0,0,0,0,0,0,0,0,TRUE,0.55339981058,0.329037935421795,-1.95626416747263,-6.5727673382816,0.190009181497556,0.477374051308221,0.744441584681049,0.477374051308221,0.0062211142306215,0,137.936390084705,0.03555497289,3869.02962553477,1e-04,"1_631_1",1,631,1,631,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,FALSE,NA,NA,NA,NA,NA
"137","facebook_s",44.9683832256998,1308.94779352208,0.148417291653237,21.8157965587014,0.148417291653237,1308.94779352208,0.148417291653237,21.8157965587014,0.148417291653237,TRUE,0.55339981058,0.329037935421795,-1.95626416747263,-6.5727673382816,0.190009181497556,0.477374051308221,0.744441584681049,0.477374051308221,0.0062211142306215,0,137.936390084705,0.03555497289,3869.02962553477,1e-04,"1_631_1",1,631,1,631,8,104450,1740.83333333333,2063.49983727533,322.666503941993,21.9163262384466,0.630927212322561,0.63532620438157,0.0125895603093039,0.0125318122883876,79.7969181940776,7,FALSE,131.883807475755,59.9045236757869,0,520.644651049437,0.122298451379272
"138","googlesearch_s",23.4739844894266,751.328934393178,0.085190720466627,12.522148906553,0.085190720466627,751.328934393178,0.085190720466627,12.522148906553,0.085190720466627,TRUE,0.55339981058,0.329037935421795,-1.95626416747263,-6.5727673382816,0.190009181497556,0.477374051308221,0.744441584681049,0.477374051308221,0.0062211142306215,0,137.936390084705,0.03555497289,3869.02962553477,1e-04,"1_631_1",1,631,1,631,8,61100,1018.33333333333,1333.03300017264,314.699666839305,12.6714602099752,0.369072787677439,0.36467379561843,0.0124433324484208,0.0122967092372042,81.3225701860508,7,FALSE,131.165475202193,59.0214039668137,0,514.197365690772,0.0765282695614496
"139","(Intercept)",82.9670416541321,4978.02249924793,0.564935467609119,82.9670416541321,0.564935467609119,4978.02249924793,0.564935467609119,82.9670416541321,0.564935467609119,TRUE,0.527603742938,0.385792939458347,-2.08933181913844,-6.06263737449948,0.183723455122707,0.474061330253658,0.716779715042293,0.474061330253658,0.00722776358864095,0,111.319029458875,0.02867468889,3869.02962553477,1e-04,"1_641_1",1,641,1,641,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,FALSE,NA,NA,NA,NA,NA
"140","trend",-0.170146647145497,868.190655094066,0.0985274160137953,14.4698442515678,0.0985274160137953,868.190655094066,0.0985274160137953,14.4698442515678,0.0985274160137953,TRUE,0.527603742938,0.385792939458347,-2.08933181913844,-6.06263737449948,0.183723455122707,0.474061330253658,0.716779715042293,0.474061330253658,0.00722776358864095,0,111.319029458875,0.02867468889,3869.02962553477,1e-04,"1_641_1",1,641,1,641,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,FALSE,NA,NA,NA,NA,NA
"141","season",0.0640411301541607,938.847170963097,0.106545935785076,15.6474528493849,0.106545935785076,938.847170963097,0.106545935785076,15.6474528493849,0.106545935785076,TRUE,0.527603742938,0.385792939458347,-2.08933181913844,-6.06263737449948,0.183723455122707,0.474061330253658,0.716779715042293,0.474061330253658,0.00722776358864095,0,111.319029458875,0.02867468889,3869.02962553477,1e-04,"1_641_1",1,641,1,641,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,FALSE,NA,NA,NA,NA,NA
