"","solID","mape","decomp.rssd","nrmse","nrmse_test","nrmse_train","nrmse_val","facebook_s_thetas","googlesearch_s_thetas","facebook_s_alphas","googlesearch_s_alphas","facebook_s_gammas","googlesearch_s_gammas","cluster","n","top_sol"
"79","1_946_1",0,0.0106931888880841,0.15491410384338,0.221373178846665,0.079271784068564,0.15491410384338,0.665047808981052,0.414355897167841,0.691827571888407,0.683199877815897,0.303822034011662,0.745141702350633,5,11,FALSE
"80","1_947_1",0,0.00310436375322848,0.261878395745882,0.378101567141422,0.110397459382395,0.261878395745882,0.347638852628377,0.394339420381082,0.557044879902018,0.861335735138887,0.653467474581726,0.621684456793568,3,13,FALSE
"81","1_950_1",0,0.0186192008251532,0.113522948252006,0.171519462585046,0.0677010633801458,0.113522948252006,0.563086870047986,0.193787647665158,0.656315162748163,0.797922343024948,0.343837350695537,0.857651681587887,2,18,FALSE
"82","1_951_1",0,0.0114648872227221,0.150193787435524,0.234386171820517,0.0760457480126219,0.150193787435524,0.0536241522163333,0.339704897206191,0.640868841198576,0.974256218629067,0.614502954764689,0.462104125483463,8,8,FALSE
"83","1_952_1",0,0.0287096768604998,0.0532587601393899,0.0913502204272859,0.0313422316346382,0.0532587601393899,0.00703312277289067,0.312087377967208,1,0.975466263234535,0.804740050388585,0.540975537195598,8,8,FALSE
"84","1_966_1",0,0.000204921534253924,0.143347651474349,0.243193515705574,0.0570279251615593,0.143347651474349,0.441054766954625,0.365580493242606,0.518736960885214,0.814209800845899,0.671034686279736,0.745035608119506,3,13,FALSE
"85","1_967_1",0,0.0578574513049241,0.0914826489298789,0.141875156570645,0.0546139219405038,0.0914826489298789,0.346060016728591,0.16272265298503,0.948264664350666,0.752194125898785,0.453482231341404,0.921938286162426,2,18,FALSE
"86","1_969_1",0,0.00795213175546203,0.283667648952083,0.423478453518893,0.120114483892488,0.283667648952083,0.105694317118289,0.568445353027252,0.638417023869178,0.940328291363995,0.395857972349625,0.7077995241369,9,11,FALSE
"87","1_974_1",0,0.0554263274131321,0.0750548676912698,0.120147340555573,0.0457543875172324,0.0750548676912698,0.286506190496376,0.402867870102297,0.813589799539037,0.943198086506941,0.974456022130382,0.478979898097814,10,8,FALSE
"88","1_977_1",0,0.00942511390681139,0.149510496276206,0.24007033033927,0.0520568812687303,0.149510496276206,0.214511018402254,0.336022298059902,0.521027451473918,0.828808118450853,0.483072472281552,0.824693839389522,3,13,FALSE
"89","1_978_1",0,0.00476200664069801,0.0780312741763013,0.127362157266985,0.0446637539320289,0.0780312741763013,0.202717153762403,0.440899384145536,0.998148808579592,0.856285605940213,0.604404139837956,0.420455279641561,8,8,TRUE
"90","1_979_1",0,0.00605258108527926,0.0798025606628571,0.121873537455557,0.0499661505781666,0.0798025606628571,0.281964607130208,0.298475281655419,0.808102570871387,0.790186450077292,0.984182418445741,1,1,8,TRUE
"91","1_980_1",0,1.79349027984021e-05,0.127715950238331,0.23316669219592,0.0548953930500107,0.127715950238331,0.319441768612664,0.404535152987606,0.474869573689633,1,0.654013166793876,0.572559649960143,3,13,FALSE
"92","1_982_1",0,0.0843430216505398,0.0469420021049367,0.0838384323336452,0.0262594139005626,0.0469420021049367,0,0.27477296489518,0.92827585952337,0.973552347616771,0.86778543164151,0.355645141487206,8,8,FALSE
"93","1_985_1",0,0.0164103560086944,0.0802936095660603,0.128654031451659,0.0467100449611278,0.0802936095660603,0.198696012899576,0.296687456564332,0.914954226712758,0.835137453060504,0.642471671565543,0.62982867131992,9,11,FALSE
"94","1_991_1",0,0.0388577141001909,0.0947301864907724,0.14662556470829,0.0558952162713761,0.0947301864907724,0.319950582031416,0.216487567830933,0.721150689545362,0.983931256050817,0.657896204512219,0.68677622508005,1,8,FALSE
"95","1_995_1",0,0.0120427037466408,0.120250798258581,0.17612645011887,0.0620939241750668,0.120250798258581,0.409548341860539,0.407727283146669,0.860179742582503,0.811248771088086,0.620530470939228,0.70523048389205,9,11,FALSE
"96","1_998_1",0,0.0825575926296737,0.066321130920575,0.111297270314311,0.0372923016564159,0.066321130920575,0.14460434292888,0.462866065364411,0.875404759546802,0.979631067437936,1,0.151311583309753,8,8,FALSE
