"","solID","dep_var_type","channels","date_min","date_max","periods","constr_low","constr_low_abs","constr_up","constr_up_abs","unconstr_mult","constr_low_unb","constr_low_unb_abs","constr_up_unb","constr_up_unb_abs","histSpendAll","histSpendAllTotal","histSpendAllUnit","histSpendAllUnitTotal","histSpendAllShare","histSpendWindow","histSpendWindowTotal","histSpendWindowUnit","histSpendWindowUnitTotal","histSpendWindowShare","initSpendUnit","initSpendUnitTotal","initSpendShare","initSpendTotal","initResponseUnit","initResponseUnitTotal","initResponseMargUnit","initResponseTotal","initResponseUnitShare","initCPAUnit","initCpaUnit","total_budget_unit","total_budget_unit_delta","optmSpendUnit","optmSpendUnitDelta","optmSpendUnitTotal","optmSpendUnitTotalDelta","optmSpendShareUnit","optmSpendTotal","optmSpendUnitUnbound","optmSpendUnitDeltaUnbound","optmSpendUnitTotalUnbound","optmSpendUnitTotalDeltaUnbound","optmSpendShareUnitUnbound","optmSpendTotalUnbound","optmResponseUnit","optmResponseMargUnit","optmResponseUnitTotal","optmResponseTotal","optmResponseUnitShare","optmCPAUnit","optmCpaUnit","optmResponseUnitLift","optmResponseUnitUnbound","optmResponseMargUnitUnbound","optmResponseUnitTotalUnbound","optmResponseTotalUnbound","optmResponseUnitShareUnbound","optmCPAUnitUnbound","optmCpaUnitUnbound","optmResponseUnitLiftUnbound","optmResponseUnitTotalLift","optmResponseUnitTotalLiftUnbound"
"facebook_s","1_1_1","conversion","facebook_s",2024-01-01,2024-02-29,"60 days",0.7,1218.58333333333,1.2,2089,3,0.0999999999999999,174.083333333333,1.6,2785.33333333333,104450,165550,1740.83333333333,2759.16666666667,0.630927212322561,104450,165550,1740.83333333333,2759.16666666667,0.630927212322561,1740.83333333333,2759.16666666667,0.630927212322561,165550,1.30246811969733,2.75193090923011,0.000669145797334902,165.115854553807,0.473292449068685,0.000748186569476687,1336.56502374728,2759.16666666667,0,1384.16239763278,-0.204885171297587,2759.16666666681,5.21804821573824e-14,0.501659582349518,165550.000000009,1384.19041802735,-0.204869075331344,2759.16666667522,3.09907655093866e-12,0.501669737731101,165550.000000513,1.04700003629829,0.000760445718275049,2.80659003994553,168.395402396732,0.373050577888678,0.000756414159269809,1322.02707702528,-0.196141525105744,1.04702134737893,0.000760439355719233,2.80659003921654,168.395402352992,0.373058171214492,0.00075641424311481,1322.02693048473,-0.196125163031062,0.0198621013820104,0.0198621011171098
"googlesearch_s","1_1_1","conversion","googlesearch_s",2024-01-01,2024-02-29,"60 days",0.7,712.833333333333,1.5,1527.5,3,0.0999999999999999,101.833333333333,2.5,2545.83333333333,61100,165550,1018.33333333333,2759.16666666667,0.369072787677439,61100,165550,1018.33333333333,2759.16666666667,0.369072787677439,1018.33333333333,2759.16666666667,0.369072787677439,165550,1.44946278953278,2.75193090923011,0.000985787813798877,165.115854553807,0.526707550931315,0.00142336771476214,702.559141695238,2759.16666666667,0,1375.00426903403,0.350249691359108,2759.16666666681,5.21804821573824e-14,0.498340417650482,165550.000000009,1374.97624864787,0.350222175431619,2759.16666667522,3.09907655093866e-12,0.498330262268899,165550.000000513,1.75959000364724,0.000760292271163143,2.80659003994553,168.395402396732,0.626949422111322,0.00127969784768988,781.434462678207,0.213960107395671,1.75956869183761,0.000760308079523986,2.80659003921654,168.395402352992,0.626941828785508,0.00127970842664951,781.428002797611,0.213945404148518,0.0198621013820104,0.0198621011171098
